Complaint ID,Date received,Product,Issue,Company,State,Consumer complaint narrative,narrative_word_count,c1_score,c1_label,c1_evidence_quotes,c1_human_override,c2_abs_code,c2_abs_amount,c2_rel_score,c2_rel_label,c2_psych_harm,c2_evidence_quotes,c2_human_override,c3_emotions_json,c3_tier_json,c3_inference_pattern_json,c3_evidence_quotes,c3_human_override,c4_score,c4_label,c4_use_type,c4_evidence_quotes,c4_human_override,review_status,reviewer_id,review_notes
13821247,2025-05-31,"Money transfer, virtual currency, or money service",Fraud or scam,"Early Warning Services, LLC",LA,"On XX/XX/year>, I was scammed out of a total of {$1000.00} {$500.00} via Zelle and {$500.00} via XXXXXXXX XXXX by an individual who initially contacted me through XXXX XXXX under the name XXXX XXXX. 

He claimed he sent me a {$1100.00} payment through Zelle and that in order to receive it, I needed to upgrade my account to a business profile. I received fraudulent emails impersonating Zelle, and he introduced a second layer of the scam by pretending to be a Zelle customer service rep. He used very convincing language and repeatedly said we were on a recorded line to appear legitimate. 

When I attempted to send the {$500.00} via Zelle, I received a notification from XXXX that there was a problem processing the payment. I informed him of this, and he asked me to send a screenshot of the XXXX alert. After I did, he told me the payment had to be made using XXXX XXXX or XXXX instead. Trusting that I was speaking with an actual Zelle representative, I complied and sent the {$500.00} via XXXX XXXX. 

He then claimed the original Zelle transaction didnt go through and directed me to try again, so I sent another {$500.00} through Zelle XXXX After both payments were made, he became unreachable and blocked me. 

The recipient name on the Zelle transfer was XXXX XXXX, which did not match the XXXX profile XXXX XXXX, indicating intentional deception. 

Zelle denied a refund, even though this was clearly a case of impersonation, fraud, and social engineering. XXXXXXXX XXXX has filed a claim on my behalf for the Zelle portion. XXXX has not yet issued a final decision on their end. 

I am requesting CFPB support to investigate this fraud and hold Zelle accountable for enabling scams without consumer protection. I have full documentation including screenshots of all messages, fake Zelle emails, the XXXX notification, transaction confirmations, and both the XXXX and Zelle contact names used.",322,,,,,,,,,,,,,,,,,,,,,,,,
13900795,2025-06-04,"Money transfer, virtual currency, or money service",Fraud or scam,GOLDMAN SACHS BANK USA,CA,"Subject : Fraudulent transactions made under deception while working {$1800.00} and {$1400.00} Details of the incident : On XXXX, XX/XX/year>, around XXXX XXXX, I was working at XXXX XXXX and XXXX XXXX in XXXX XXXX, XXXX, when I received a phone call on the restaurants landline ( XXXX ( XXXX ) XXXX ). 

The person on the phone claimed to be in a business meeting with the restaurant owner and said they were calling on his behalf to coordinate an incoming seafood delivery. They spoke with urgency and confidence, telling me that the restaurant needed to send funds immediately to process or release the shipment, and insisted I follow their instructions quickly. 

Believing this person was working with or on behalf of the owner and genuinely thinking I was helping the business I followed their instructions and completed XXXX money transfers using my Apple Card via the XXXX XXXX mobile application. 

The XXXX unauthorized but manipulated transactions were : {$1800.00} {$1400.00} These payments were made under false pretenses while I was still on the call with the scammer, who kept me on the line the entire time. The restaurant owner was completely unaware of this situation and had not authorized any such request. 

As soon as I realized I had been defrauded, I reported the incident to Apple Card XXXX Goldman Sachs ). However, they denied my claim on the basis that I authorized the transactions myself. While it is true that I completed the transactions, I did so under fraudulent manipulation and deception. I was coerced and misled, believing I was acting on behalf of my employer. 

I am now filing this complaint because : I was clearly a victim of a scam ; I acted in good faith believing I was helping my workplace ; I urgently seek a reconsideration of this case and hope the CFPB can assist in ensuring Apple Card re-evaluates this situation properly under the circumstances of authorized fraud or social engineering fraud. 

I have supporting evidence : The date and time of the call Phone number used by the scammer A statement from my employer confirming he was unaware The Apple Card transaction records A report made to local authorities Please let me know if additional information or documentation is required. 

Thank you for your help. 

Sincerely, XXXX XXXX XXXX",387,,,,,,,,,,,,,,,,,,,,,,,,
13972297,2025-06-10,"Money transfer, virtual currency, or money service",Fraud or scam,JPMORGAN CHASE & CO.,,"I was a victim of a XXXX fraud or a pig XXXX scheme through online dating. I matched with a person ( XXXX XXXX XXXX ) over a dating app ( XXXX ) towards the end of XXXX ( XX/XX/XXXX ), where we exchanged numbers and chatted via XXXX. The person said that they were an independent contractor in XXXX and had a job lined up for three weeks at an oil rig in Alaska a week or so after we connected on XXXX. He told me has had no access to stable internet there and that there were many restrictions so that he can not make transactions to order supplies for this job in his role. He then provided log in details for banking information to XXXX XXXX XXXX Bank where I logged in to send a transfer to his supplier on his behalf, which was successful. The amount transferred was in millions of dollars as the account has over XXXX dollars in it. The next day, he told me to log in again to continue ordering supplies, but now the account was locked as it needed the income tax to be paid to receive a new code, this was around XXXX XXXX XXXX. He has no idea as about supposedly since he was away and did not receive notice from the bank on his email since he has no access to his email, as he claimed. To obtain a new code, an amount of over XXXX USD had to be paid to Chase bank. I sent the first installments on XX/XX/XXXX for XXXXXXXX XXXX and then on XX/XX/XXXX for XXXXXXXX XXXX through global money transfer after the person said that he was rallying to get the amount and one person of his so-called contacts send XXXX USD already as seen in the screenshot shared. The person said that he could not pay off this owing amount from his personal banking account since both business and personal were at this account from XXXX XXXX XXXX bank. I made installments via global money transfer from my bank for XXXX XXXX on XX/XX/year>, then the same amount on XX/XX/XXXX, and again on XX/XX/year>. The last amount transferred was for XXXXXXXX XXXX  on XX/XX/year>. This is to obtain an income tax code to unlock the account. In the meantime, I was also had been sending emails on his behalf to an email address ( XXXX ) at the bank that turned out to be fake to confirm receipt of the transactions made and to obtain the new income tax code via email. I have proof of that. Next, the individual asked me to log in again to order the supplies finally and pay off creditors including myself. I do so and still can not log into the account as now an IMF number is needed with also an amount to be paid to obtain the code. He also says that he will rally the money to obtain this code- I now am suspicious and do not believe that an IMF is shared via email. I still go along with this. The person did not ask me to log in again, yet he asks me to send an email to the bank on his behalf asking if this IMF code will be shared quickly once the payment is made. He then shares that he was able to produce half of the amount needed for that- I did not transfer any money for that. I then realize after talking to a friend that I am a victim of "" XXXX XXXX '' and this is a scam and fraud. 
The only contact information I have of this person are the following : Phone number : XXXX Email : XXXX XXXX",626,,,,,,,,,,,,,,,,,,,,,,,,
14033520,2025-06-13,"Money transfer, virtual currency, or money service",Fraud or scam,"CITIZENS FINANCIAL GROUP, INC.",TX,"My husband and I commenced a construction project ( shopping center ) in XXXX, TX in XXXX of this year. Our bank ( XXXXXXXX XXXX ) has been wiring funds, upon our approval, to the XXXX XXXX before each phase of construction. XXXX wire transfers were sent successfully this way. 

On Wednesday XX/XX/XXXX, we received a request from the XXXX  ( via email ) to send the next payment ( {$250000.00}, the largest payment to date ) to a new account. We forwarded the email to our bank and requested them to make payment to this new account. The funds were withdrawn from our account on XX/XX/XXXX, but my husband was told ( verbally over the phone ) by a bank representative that the funds were released on Friday XX/XX/XXXX. On the morning of Monday XX/XX/XXXX we realized, after speaking to the XXXX, that the email was fraudulent and immediately called XXXX XXXX to recall the wire transfer. As of today, we have not received any word from the recipient 's bank ( Citizens Bank ). When we reported the fraud to our bank, we asked if we should take any further steps or file with authorities and were told they would take it from there. 

From our own research online and a friend who is a banker, we discovered it would be wise to filed a police report and a complaint with the Internet Complaint Center, both of which were done on XX/XX/XXXX. 

We have been asking for status updates from XXXXXXXX XXXX  daily, but their response is always the same - that they've heard nothing from Citizens Bank despite multiple requests for updates. We reached out to Citizens Bank ; they told us they only help their customers and to talk to our bank. We called XXXX XXXX  headquarters ; they told us they can't help us and to talk to the local branch. 

I feel we are getting the run-around from both banks. In the meantime, more time elapses and we are less and less likely to recover any of the funds.",345,,,,,,,,,,,,,,,,,,,,,,,,
14037359,2025-06-12,"Money transfer, virtual currency, or money service",Fraud or scam,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,"I am a victim of a sophisticated scam that started in XX/XX/XXXX. Over the course of one month, I was defrauded for XXXX USD, where I was duped into transferring the funds from my Bank of America and XXXX XXXX XXXX XXXX accounts to the following beneficiaries : XXXXXXXX and XXXX. The criminals instructed me to make such transfers, misleading me into believing that the funds were being used for the investment opportunity they presented. The purpose of this claim encompasses two key objectives. Firstly, it is intended to establish that a breach of the duty of care has occurred, primarily stemming from multiple exchanges platforms failure to conduct thorough due diligence and/or exercise reasonable and prudent judgment in preventing foreseeable and substantial damages that I have incurred due to fraudulent activities. Secondly, it serves as an official written request for reimbursement, grounded in the reasons mentioned above, among other supporting factors. 

I first came across this investment opportunity through what looked like a legitimate XXXX account for XXXX XXXX. I made initial contact in XX/XX/XXXX and continued talking with him in XX/XX/XXXX. This scammer utilized a fraudulent website named XXXX XXXX. This happened while another scammer named XXXX XXXX reached out to me. He utilized a fraudulent website named XXXX XXXX. Both scams involved exchange platforms like XXXX and XXXX. The companies, XXXX XXXX and XXXX, seemed credible enough to me at first, but both turned out to be fake later. I was promised high returns : {$350000.00} from XXXX XXXX and {$35000.00} from XXXX. Although I did basic research, including checking their websites and customer support, it seemed trustworthy. Thus, I set up my accounts on these crypto platforms and made payments, providing screenshots and messages as requested to scammers. However, despite paying the initial fees, when I refused to pay additional fees ( {$7700.00} and {$3800.00} ), I stopped receiving responses. No returns ever came through. Initially, my credit union blocked these transactions, but Bank of America processed them after I switched. This was a substantial financial blow to my savings. I realised it was a scam when my funds kept being requested without any returns. Financial pressure as a student led me to seek additional income, but instead, it led to a major loss. The time frame for these scams was XXXX XXXX. Additionally, the scammer contacted me via XXXX on XX/XX/XXXX, asking for {$50.00} more to release my funds, which I refused, and the scammer has not responded to any of my messages ever since. I provided him with my wallet address so he could send the funds if they were still available, but he asked me to go to the XXXX XXXX and install an app to send him more funds. 

Bitcoin ( BTC ) was used for all the transactions. The funds were transferred using the XXXX and XXXX exchange platforms. Communications were done on XXXX and XXXX. I have the full history of the chats. They are attached to this claim. There were a total of seven transactions sent from my crypto wallet to the scammers. These funds were transferred from my bank accounts ( Bank of America and XXXX XXXX XXXX XXXX ) mentioned earlier to my wallet address with exchange platforms ( XXXX  and XXXX ) and then to scammers. There is an XXXX XXXX  with all the information required regarding these transactions. I also attached my bank statements regarding transactions to the exchange platform.

More Details on the fraudulent websites : XXXX : This person claimed to be XXXX XXXX. The scammer was using an XXXX account with XXXX  personal and business data to lure investors. Now the account is not available on XXXX anymore. I sent them about {$30000.00}. They asked me to send them an additional {$7700.00} to have my investment return of {$350000.00} ( from their platform ) sent to my crypto wallet. I refused to send them that XXXX XXXXXXXX. I was constantly being contacted by email and messages to make the deposit. 
Phone Number on XXXX : XXXX ( XXXX ) XXXX XXXX : This person used multiple XXXX accounts, and the name was XXXX XXXX. I have a phone number for him as well. I sent this person about {$1200.00}. They asked me to deposit another {$3800.00} for a trade licensing certificate so that I could withdraw my profit of {$35000.00} from their platform. I did not send the {$3800.00}. I blocked this contact. The scammer contacted me in XX/XX/XXXX and asked for more funds ( {$50.00} ) to release the funds sent him during XXXX and XXXX of XXXX. Please see the uploaded XXXX chat with XXXX ( XXXX ) XXXX for this last encounter. 
XXXX Account name : XXXX Phone Numbers on XXXX  : XXXX ( XXXX ) XXXX, XXXX ( XXXX ) XXXX I did some research on the companies, but unfortunately, I only contacted their customer support via the chat feature on their websites. I was looking to see if they were legit, and the trading plans were real. I also tried to check the website domains, but was not able to detect any red flags. The real XXXX XXXX has a good reputation in the cryptocurrency business. There are multiple files attached from my transaction history from both XXXX and XXXX exchange platforms. I also attached my activity with scammers from both XXXX and XXXX messages. XXXX  activity files are from XX/XX/XXXX to XX/XX/XXXX of XXXX and from XXXX to XXXX of XXXX. 

My banks and exchange platforms were not helpful to me in recovering these funds and even caused me more stress and mental health pressure. This is while Im still a college student and do not have any stable source of income yet. I attached the letters Ive sent to the banks and the exchange platforms. 

Ive started working with XXXX, which is a crypto tracing and investigation service to recover my funds. They provided me with a tracing report of where the funds ended up. This report is attached as well. Ive also contacted my local police force regarding this scam and filed a complaint with the Internet Crime Complaint Center ( IC3 ). They are XXXX  files regarding these interactions as well.",1038,,,,,,,,,,,,,,,,,,,,,,,,
14038074,2025-06-12,"Money transfer, virtual currency, or money service",Fraud or scam,"Foris DAX, Inc.",MA,"I am a victim of a sophisticated scam that started in XX/XX/XXXX. Over the course of XXXX month, I was defrauded for XXXX USD, where I was duped into transferring the funds from XXXX Bank XXXX XXXX and XXXX XXXX XXXX XXXX accounts to the following beneficiaries : Crypto.com and Exodus. The criminals instructed me to make such transfers, misleading me into believing that the funds were being used for the investment opportunity they presented. The purpose of this claim encompasses XXXX key objectives. Firstly, it is intended to establish that a breach of the duty of care has occurred, primarily stemming from multiple exchanges platforms failure to conduct thorough due diligence and/or exercise reasonable and prudent judgment in preventing foreseeable and substantial damages that I have incurred due to fraudulent activities. Secondly, it serves as an official written request for reimbursement, grounded in the reasons mentioned above, among other supporting factors. 

I first came across this investment opportunity through what looked like a legitimate XXXX account for XXXX XXXX. I made initial contact in XX/XX/XXXX and continued talking with him in XX/XX/XXXX. This scammer utilized a fraudulent website named XXXX XXXX. This happened while another scammer named XXXX XXXX reached out to me. He utilized a fraudulent website named XXXX XXXX. Both scams involved exchange platforms like Crypto.com and XXXX. The companies, XXXX XXXX and XXXX, seemed credible enough to me at first, but both turned out to be fake later. I was promised high returns : {$350000.00} from XXXX XXXX and {$35000.00} from XXXX. Although I did basic research, including checking their websites and customer support, it seemed trustworthy. Thus, I set up my accounts on these crypto platforms and made payments, providing screenshots and messages as requested to scammers. However, despite paying the initial fees, when I refused to pay additional fees ( {$7700.00} and {$3800.00} ), I stopped receiving responses. No returns ever came through. Initially, my credit union blocked these transactions, but Bank XXXX XXXX processed them after I switched. This was a substantial financial blow to my savings. I realised it was a scam when my funds kept being requested without any returns. Financial pressure as a student led me to seek additional income, but instead, it led to a major loss. The time frame for these scams was XXXX XXXX. Additionally, the scammer contacted me via XXXX on XX/XX/XXXX, asking for {$50.00} more to release my funds, which I refused, and the scammer has not responded to any of my messages ever since. I provided him with my wallet address so he could send the funds if they were still available, but he asked me to go to the XXXX XXXX and install an app to send him more funds. 

XXXX ( XXXX ) was used for all the transactions. The funds were transferred using the XXXX and Crypto.com exchange platforms. Communications were done on XXXX and XXXX. I have the full history of the chats. They are attached to this claim. There were a total of XXXX transactions sent from my crypto wallet to the scammers. These funds were transferred from my bank accounts XXXX Bank XXXX XXXX and XXXX XXXX XXXX XXXX ) mentioned earlier to my wallet address with exchange platforms ( Exodus and Crypto.com ) and then to scammers. There is an XXXX sheet with all the information required regarding these transactions. I also attached my bank statements regarding transactions to XXXX XXXX platform. 

More Details on the fraudulent websites : www.finanxingcoins.com : This person claimed to be XXXX XXXX. The scammer was using an XXXX account with Antiless personal and business data to lure investors. Now the account is not available on XXXX anymore. I sent them about {$30000.00}. They asked me to send them an additional {$7700.00} to have my investment return of {$350000.00} ( from their platform ) sent to my crypto wallet. I refused to send them that $ XXXX. I was constantly being contacted by email and messages to make the deposit. 
Phone Number on XXXX : XXXX ( XXXX ) XXXX XXXX : This person used multiple XXXX accounts, and the name was XXXX XXXX. I have a phone number for him as well. I sent this person about {$1200.00}. They asked me to deposit another {$3800.00} for a trade licensing certificate so that I could withdraw my profit of {$35000.00} from their platform. I did not send the {$3800.00}. I blocked this contact. The scammer contacted me in XX/XX/XXXX and asked for more funds ( {$50.00} ) to release the funds sent him during XXXX and XXXX of XXXX. Please see the uploaded XXXX chat with XXXX ( XXXX ) XXXX for this last encounter. 
XXXX Account name : XXXX Phone Numbers on WhatsApp : XXXX ( XXXX ) XXXX, XXXX ( XXXX ) XXXX I did some research on the companies, but unfortunately, I only contacted their customer support via the chat feature on their websites. I was looking to see if they were legit, and the trading plans were real. I also tried to check the website domains, but was not able to detect any red flags. The real XXXX XXXX has a good reputation in the cryptocurrency business. There are multiple files attached from my transaction history from both Crypto.com and XXXX exchange platforms. I also attached my activity with scammers from both XXXX and XXXX messages. Instagram activity files are from XX/XX/XXXX to XX/XX/XXXX of XXXX and from XXXX to XXXX of XXXX. 

My banks and exchange platforms were not helpful to me in recovering these funds and even caused me more stress and mental health pressure. This is while XXXX still a college student and do not have any stable source of income yet. I attached the letters Ive sent to the banks and XXXX XXXX platforms. 

Ive started working with XXXX, which is a crypto tracing and investigation service to recover my funds. They provided me with a tracing report of where the funds ended up. This report is attached as well. Ive also contacted my local police force regarding this scam and filed a complaint with the Internet Crime Complaint Center ( XXXX ). They are PDF files regarding these interactions as well.",1038,,,,,,,,,,,,,,,,,,,,,,,,
14045811,2025-06-13,"Money transfer, virtual currency, or money service",Fraud or scam,"Paxful Holdings, Inc.",,"I contact Paxful XX/XX/year> regarding my funds that has been locked on their platform for over 7 years ( {$5500.00} ) I contacted Paxful that they need to disable XXXX to I can withdraw I proved I am the original owner of a Paxful account that I created over 7 years ago. I recently contacted Paxful to regain access to withdraw funds, and they informed me that I am eligible to withdraw, in-fact they sent me a email to withdraw my funds, but I am currently locked out due to a lost XXXX device. 

I have made multiple attempts to verify my identity. I submitted : A selfie holding my valid ID My temporary and expired government-issued drivers license Multiple bank statements and bank app screenshots logged in under my name XXXX XXXX and university certificates ( important educational documents in XXXX ) XXXX XXXX XXXX XXXX XXXX XXXX with email and name matching the Paxful account ) Proof that I have access to the same email Ive used with Paxful for 7+ years ( which is also linked to my banking ) Despite providing overwhelming proof of ownership and identity, Paxful continues to deny my request for XXXX removal, effectively locking me out of funds they previously stated I am allowed to withdraw. Despite this, Paxful continues to deny access, and worse- they are charging me {$50.00} per month in fees totaling about ( {$150.00} ) while not allowing me to withdraw my own funds. I find this deeply unfair and possibly abusive, as Ive made every effort to comply with their process and regain access. 

I believe Paxfuls refusal is unfair and inconsistent with responsible customer service. I am not attempting to scam or mislead Ive submitted documents that no third party could possibly access. Their system has not allowed me to properly escalate the issue, and Ive now sent all I possibly can.

Why should Paxful require ID verification when creating account and then deny when you try to verify with that same ID Im simply asking for access to my funds after proving my identity beyond a reasonable doubt. 

My Support Case ID is : XXXX",360,,,,,,,,,,,,,,,,,,,,,,,,
14066893,2025-06-13,"Money transfer, virtual currency, or money service",Fraud or scam,NAVY FEDERAL CREDIT UNION,FL,"Good afternoon XXXX  XXXX Im a military from the XXXX XXXXThe incident took place XXXX  XX/XX/XXXX at approximately XXXX when an XXXX  account faking the individual 's real account. I couldn't notice because the fake account told me that it was a new account he had to make because his phone got broken and that he was talking to me through a computer, and that he needed money for a family emergency. This individual kept putting pressure and calling me I answered one time and I was sure that sounded like his voice. The reason a started acceding to his requests was because I would do everything for my family too, and at the even though he is a XXXX and I'm a XXXX we are XXXX  and we are supposed to help and support each other. This individual kept asking for money with the excuse of many other services for his family until I reached the quantity of {$1800.00} and that he was supposed to pay me back XXXX. So XXXX  I came to my class as usual and I just sitted on my spot and started looking at him and he would ignore me. So then I came up to said hi and asked for his family and he told me yeah theyre all right and I asked why did he called me XXXX  and Im sure he messed up in there cause he told me I wanted to know what beach you went to because I posted some pictures in my XXXX. After that I asked about the money and he said what money. And he said that it was a fake account talking to me and that I was so stupid for sending that quantity of money. I wouldve believed him but he told me all this in a XXXX tone with a smile on his face all the time like if I was playing. I wasnt even nervous and at the end I just told him I was going to talk with my bank later on. I feel like if he wouldnt be envolved on that he would had been talking to me seriously or confused but he wasnt. After class, I started sending messages to the same person while keeping an eye on XXXX, and the person would keep answering my messages. So I was thinking that maybe I was wrong and maybe he has nothing to do with the account but, why did this account started talking to me? Why did XXXX said that he called me if the only XXXX who called me was his fake account? Why was he acting like that towards me when I asked and explained him about it? After XXXX, XXXX  he kept trying to talk to me but I would just be abrupt to him. Then today XXXX, he kept staring at me so I did the same, and he started doing hi signs in a XXXX. I told my parents about this situation and that I reported the bank account ( transaction were made through XXXX by the Navy Federal bank mobile app ) that I transferred the money to, the bank is doing as much as possible to get my money back, but I dont know if they will, I pray for it because, I tried to do a good action and ended up getting tricked and played. I got screenshots of the conversations with this individual including phone numbers, and XXXX XXXX accounts. I just want my money back because my bank just denied my refund and {$1800.00} is an important quantity of money that I earned working hard just for somebody to try to take advantage of my values taught in the military.",621,,,,,,,,,,,,,,,,,,,,,,,,
14069656,2025-06-13,"Money transfer, virtual currency, or money service",Fraud or scam,"Paypal Holdings, Inc",TX,"XXXX XXXX XXXX I was the victim of a sophisticated scam by someone impersonating an XXXX XXXX representative. It started with a text message that looked like a legitimate fraud alert from XXXX asking whether I had attempted an XXXX XXXX transaction. When I responded No, I received a phone call from someone claiming to be with Allys fraud department. They were professional, used banking language, and gave me detailed instructions that I believed were helping me protect my account.\nFollowing their directions, I sent two payments through my PayPal account totaling XXXX to someone named XXXX XXXX XXXX XXXX at XXXX. I now know that I was being scammed. The impersonator specifically instructed me to mark the transactions as Sending to a friend, which I later found out removes PayPals standard purchase protection. I selected that option only because I believed I was working with XXXX XXXX to stop fraud, not because I was sending money to a friend or family member.\nAlthough I technically authorized the transactions, that authorization was based entirely on lies and manipulation. I did not knowingly or willingly agree to send money to a scammer. I acted in good faith under false pretenses, which is not genuine consent under consumer protection law.\nAs soon as I realized what had happened, I contacted PayPal. The transaction was still pending, and I explicitly told them I had been scammed and asked them not to let the payment go through. I have a record of that communication. Despite this, PayPal refused to intervene, citing their policy that personal payments are not covered under Purchase Protection. That response ignored the full context and failed to take any action to stop fraud, even when I reported it in real time.\nA few weeks later, the same scammer called me again and attempted the same scheme. This time, I recorded the conversation as evidence. I also saved the original scam text message, the email thread with PayPal, and confirmation of my reports to both the XXXX  Police Department (Case Number XXXX XXXX) and the Federal Trade Commission.\nI have also filed a CFPB complaint against XXXX XXXX, which refunded two smaller charges made during the same time period. That refund confirms that my account was compromised. I am now asking the CFPB to hold PayPal accountable as well. PayPal allowed this scam to succeed and ignored my attempts to stop it, even though they had the tools and the notice to act.\nThis was not a friendly payment mistake. This was fraud by deception. I did everything I was supposed to do, and I still lost money. I am asking for help to make this right.'",440,,,,,,,,,,,,,,,,,,,,,,,,
14173829,2025-06-19,"Money transfer, virtual currency, or money service",Fraud or scam,"BANK OF AMERICA, NATIONAL ASSOCIATION",NC,"b'On XXXX XXXX XXXX  I received a notification from XXXX XXXX  wallet to verify a transaction for XXXX  It said if I didnt make that purchase, then I need to call the number that was provided in that text message and since I didnt make that transaction, I called the number. It was the fraud department with XXXX XXXX A representative took my call and thats why I was calling for. I told them about the text message XXXX  sent me and that I did not make the charge, it was fraudulent. Then she started telling me about money that was being taken out of my account. Reading all charges from different places and different amounts. She was looking into the situation, then she told me that someone was hacking my bank account and that they had already taken money. I freaked out and listened to what she said, and it made sense and every time I had a question she answered it with an answer that made sense. Her lingo was on point. Terms, phrases I followed her instructions. In order to fix the process and regain control of my accounts I needed to first go to the Official XXXX XXXX XXXX XXXXnline and download this program that can find out where theyre getting access to my money from and hopefully recover it. so I went to the XXXX XXXX XXXX  on my phone and I downloaded the app since it was from the actual XXXX XXXX  and they were claiming to be the XXXX fraud department. So I continued to listen to her instructions to stop the thieves from taking everything I have. But the program apparently let them find a back door into my phone, where they could see my phone in real time without me knowing they were. They saw what I I was typing and doing, but I didnt know that. they told me to log into my bank account again and make sure that no other unauthorized transactions or other money had gone missing. I checked my personal Bank of America and my companys XXXX XXXX XXXXccounts and thankfully no other money was missing. I was so grateful and thankful to her and we continued to keep trying to block them and reset things but my husband came home. He saw I was very upset and asked what was going on and I told him and he was devastated. He said that that was a scam and I said no shes saving my money from being taken. Shes helping me and then he asked to speak to her and when he did, he took the phone said who am I speaking with? Then she hung up on him. During the call when I questioned her credentials she let me speak to her manager. And I did and he seemed totally valid as well. All of his answers made sense. They had a reason for everything they were doing that seemed real genuine. Well he  apparently turned out to be some other scammer working with her. She even gave me her direct office number in case we got disconnected and at which point we did get disconnected so I called and she answered, and it was the fraud department for XXXX XXXX XXXX didnt know at the time is that she was telling me to check my bank accounts so she could learn my username and my passwords that she could see I gave her no account information. I gave her no usernames and I gave her no passwords. She could just see my phone exactly the way I was seeing it. She did that so that they could go into my bank accounts & steal my money & the companys money. Thank the Lord my companies money after hours and hours on the phone with XXXX XXXX the attacks tried to get in 20 sometimes in a matter of hours per XXXX, but we got to them before the hackers did they started with my personal accounts before my business they took 2 transactions in the amounts of XXXX XXXX  Theyve been XXXX  themselves Mooney from my personal checking account before I could get to Bank of America and have everything locked down like pinnacle was able to. Well, I went through the process with Bank of America and I was crying and I was upset and I was scared and I was violated. They gave me so many reassurances. They never saiXXXX XXXX XXXXat I would be able to get my money back all of it but they certainly imploded it every time I asked if I was gonna get my money back oh yes, were gonna do everything we can to help you with this. Were gonna do everything we can to get this Money back. But they didnt. Meanwhile, I was unable to access any money left in my accounts they  were supposed to be locked down and restricted. I had to open new accounts with Bank of America. They were so helpful they even convinced me to get a Bank of America credit card. So much more security so much harder for me to be scammed again easier to recover money from if that did happen. With a special XXXX XXXXPR in the beginning. I should transfer any outstanding debt from my other credit cards to Bank of America credit card with XXXX XXXX XXXX XXXX I thought man this bank could not get any better! Theyre recovering my money opening a credit card for me and taking away the debt to a XXXX  APR. I just thought Bank of America was outstanding and they really cared because they acted like they really cared but just like this scammer I believe that was all an act. Also, I dont think anyone cared what happened to me because all they did was reassure me and help me and then when it came down to it, I got a form email basically three sentences saying they werent going to get my money back. They told me the process could take 90 days. It didnt take them but a week to tell me no. Im still trying, but Im not getting anywhere and I feel like after being scammed and taking advantage of my bank tells me theyre gonna help me and when the time comes, they dont they just help themselves to get another credit card and open up our bank account thats what it feels like cause thats probably what it is like. Bank of America is a huge corporate bank I get it, but it still doesnt make it right it doesnt make me any less important. They basically took all of my personal money I had in my account. I get it wasnt much money at all, but its all I have and a crime was committed against me and Im asking Bank of America to help and its not happening. They helped me long enough to convince me to get a credit card to open new accounts with them instead of going to a different bank to transfer outstanding balance of all cards to them. I feel like I got scammed twice once my actual real twisted criminal scammers and scammed again by Bank of America. I am desperate for help and dont know what else to do. I know $XXXX  is not a lot of money to a lot of people but it was everything to me XXXX XXXXs with Bank of America and Im onXXXX XXXX years old and they wont help me. Then theres the fact that after I opened the new bank accounts, they were supposed to transfer over the money and then the restricted accounts were gonna be closed well instead of doing that I dont know what theyve done because now Im getting emails saying that I have insufficient funds in my bank account and its the account that I was robbed out of in the account that is supposed to be locked down and inactive because of this going on Because of the fraud. Its a huge tangled mess and I dont know what else to do. I feel like a XXXX  for believing that that was really XXXX  and I feel like a fool for trusting Bank of America to do what they said they would do help please any help please. I mean, I opened up more accounts with them and got a credit card with them Ive been with them for XXXX  years. Im a platinum honors Customer, but apparently I dont have enough money to be important when it really matters. Apparently the Bank of America its only important to act like youre gonna help and act like you care. Its not important to actually help innocent people, nave maybe ok  definitely but innocent. I am a victim. I dont like saying that, but I am and I have no one to help me. The people that I have depended on for almost a quarter of a century just turned in their backs on me. I feel violated twice.'",1522,,,,,,,,,,,,,,,,,,,,,,,,
